Year_Month,Card_type,Line,Trip
Sep-19,Concession,Newcastle Light Rail,438
Sep-19,Day Pass without SAF,Newcastle Light Rail,1
Sep-19,Employee,Newcastle Light Rail,18
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,29
Sep-19,Senior/Pensioner,Newcastle Light Rail,1164
Sep-19,School Student,Newcastle Light Rail,129
Sep-19,Free Travel,Newcastle Light Rail,24
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,17
Sep-19,Adult,Newcastle Light Rail,2589
Sep-19,CTP,Newcastle Light Rail,498
Sep-19,Child/Youth,Newcastle Light Rail,462
Sep-19,Concession,Newcastle Light Rail,461
Sep-19,Employee,Newcastle Light Rail,5
Sep-19,Senior/Pensioner,Newcastle Light Rail,834
Sep-19,School Student,Newcastle Light Rail,56
Sep-19,Free Travel,Newcastle Light Rail,29
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Sep-19,Adult,Newcastle Light Rail,2004
Sep-19,CTP,Newcastle Light Rail,260
Sep-19,Child/Youth,Newcastle Light Rail,137
Sep-19,Concession,Newcastle Light Rail,352
Sep-19,Senior/Pensioner,Newcastle Light Rail,530
Sep-19,Free Travel,Newcastle Light Rail,7
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,15
Sep-19,Employee,Newcastle Light Rail,3
Sep-19,Adult,Newcastle Light Rail,1103
Sep-19,CTP,Newcastle Light Rail,238
Sep-19,Child/Youth,Newcastle Light Rail,201
Sep-19,Concession,Newcastle Light Rail,120
Sep-19,Senior/Pensioner,Newcastle Light Rail,599
Sep-19,Free Travel,Newcastle Light Rail,5
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,41
Sep-19,Employee,Newcastle Light Rail,16
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Sep-19,Senior/Pensioner,Newcastle Light Rail,812
Sep-19,School Student,Newcastle Light Rail,61
Sep-19,Free Travel,Newcastle Light Rail,18
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,30
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Sep-19,Employee,Newcastle Light Rail,9
Sep-19,Adult,Newcastle Light Rail,1245
Sep-19,Adult,Newcastle Light Rail,1950
Sep-19,CTP,Newcastle Light Rail,259
Sep-19,Child/Youth,Newcastle Light Rail,116
Sep-19,Concession,Newcastle Light Rail,356
Sep-19,CTP,Newcastle Light Rail,334
Sep-19,Child/Youth,Newcastle Light Rail,276
Sep-19,Concession,Newcastle Light Rail,108
Sep-19,Employee,Newcastle Light Rail,8
Sep-19,Senior/Pensioner,Newcastle Light Rail,474
Sep-19,School Student,Newcastle Light Rail,36
Sep-19,Free Travel,Newcastle Light Rail,7
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Sep-19,Adult,Newcastle Light Rail,1960
Sep-19,CTP,Newcastle Light Rail,212
Sep-19,Child/Youth,Newcastle Light Rail,36
Sep-19,Concession,Newcastle Light Rail,425
Sep-19,Employee,Newcastle Light Rail,15
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Sep-19,Senior/Pensioner,Newcastle Light Rail,907
Sep-19,School Student,Newcastle Light Rail,65
Sep-19,Free Travel,Newcastle Light Rail,16
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Sep-19,Adult,Newcastle Light Rail,2162
Sep-19,CTP,Newcastle Light Rail,302
Sep-19,Child/Youth,Newcastle Light Rail,115
Sep-19,Concession,Newcastle Light Rail,437
Sep-19,Employee,Newcastle Light Rail,16
Sep-19,Senior/Pensioner,Newcastle Light Rail,836
Sep-19,School Student,Newcastle Light Rail,63
Sep-19,Free Travel,Newcastle Light Rail,15
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,20
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Sep-19,Adult,Newcastle Light Rail,2068
Sep-19,CTP,Newcastle Light Rail,230
Sep-19,Child/Youth,Newcastle Light Rail,52
Sep-19,Concession,Newcastle Light Rail,414
Sep-19,Employee,Newcastle Light Rail,8
Sep-19,Senior/Pensioner,Newcastle Light Rail,684
Sep-19,School Student,Newcastle Light Rail,79
Sep-19,Free Travel,Newcastle Light Rail,12
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,16
Sep-19,Adult,Newcastle Light Rail,1823
Sep-19,CTP,Newcastle Light Rail,183
Sep-19,Child/Youth,Newcastle Light Rail,55
Sep-19,Concession,Newcastle Light Rail,414
Sep-19,Employee,Newcastle Light Rail,14
Sep-19,Senior/Pensioner,Newcastle Light Rail,759
Sep-19,School Student,Newcastle Light Rail,67
Sep-19,Free Travel,Newcastle Light Rail,18
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,19
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Sep-19,Adult,Newcastle Light Rail,2109
Sep-19,CTP,Newcastle Light Rail,286
Sep-19,Child/Youth,Newcastle Light Rail,86
Sep-19,Concession,Newcastle Light Rail,365
Sep-19,Senior/Pensioner,Newcastle Light Rail,424
Sep-19,Free Travel,Newcastle Light Rail,1
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,19
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Sep-19,Adult,Newcastle Light Rail,851
Sep-19,CTP,Newcastle Light Rail,189
Sep-19,Child/Youth,Newcastle Light Rail,179
Sep-19,Concession,Newcastle Light Rail,93
Sep-19,Employee,Newcastle Light Rail,10
Sep-19,Senior/Pensioner,Newcastle Light Rail,649
Sep-19,School Student,Newcastle Light Rail,56
Sep-19,Free Travel,Newcastle Light Rail,11
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,17
Sep-19,Adult,Newcastle Light Rail,1951
Sep-19,CTP,Newcastle Light Rail,209
Sep-19,Child/Youth,Newcastle Light Rail,49
Sep-19,Concession,Newcastle Light Rail,410
Sep-19,Employee,Newcastle Light Rail,11
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,22
Sep-19,Day Pass without SAF,Newcastle Light Rail,1
Sep-19,Senior/Pensioner,Newcastle Light Rail,826
Sep-19,School Student,Newcastle Light Rail,66
Sep-19,Free Travel,Newcastle Light Rail,26
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Sep-19,Adult,Newcastle Light Rail,2080
Sep-19,CTP,Newcastle Light Rail,271
Sep-19,Child/Youth,Newcastle Light Rail,89
Sep-19,Concession,Newcastle Light Rail,473
Sep-19,Senior/Pensioner,Newcastle Light Rail,777
Sep-19,Free Travel,Newcastle Light Rail,22
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,32
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,13
Sep-19,Employee,Newcastle Light Rail,4
Sep-19,Adult,Newcastle Light Rail,1264
Sep-19,CTP,Newcastle Light Rail,166
Sep-19,Child/Youth,Newcastle Light Rail,317
Sep-19,Concession,Newcastle Light Rail,84
Sep-19,Employee,Newcastle Light Rail,13
Sep-19,Senior/Pensioner,Newcastle Light Rail,662
Sep-19,School Student,Newcastle Light Rail,67
Sep-19,Free Travel,Newcastle Light Rail,11
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,19
Sep-19,Adult,Newcastle Light Rail,1930
Sep-19,CTP,Newcastle Light Rail,191
Sep-19,Child/Youth,Newcastle Light Rail,50
Sep-19,Concession,Newcastle Light Rail,419
Sep-19,Employee,Newcastle Light Rail,10
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Sep-19,Senior/Pensioner,Newcastle Light Rail,763
Sep-19,School Student,Newcastle Light Rail,75
Sep-19,Free Travel,Newcastle Light Rail,29
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Sep-19,Adult,Newcastle Light Rail,2073
Sep-19,CTP,Newcastle Light Rail,262
Sep-19,Child/Youth,Newcastle Light Rail,107
Sep-19,Concession,Newcastle Light Rail,451
Sep-19,Day Pass without SAF,Newcastle Light Rail,8
Sep-19,Employee,Newcastle Light Rail,6
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,25
Sep-19,Senior/Pensioner,Newcastle Light Rail,884
Sep-19,School Student,Newcastle Light Rail,59
Sep-19,Free Travel,Newcastle Light Rail,27
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,11
Sep-19,Adult,Newcastle Light Rail,2132
Sep-19,CTP,Newcastle Light Rail,478
Sep-19,Child/Youth,Newcastle Light Rail,333
Sep-19,Concession,Newcastle Light Rail,321
Sep-19,Day Pass Child/Youth w/o SAF,Newcastle Light Rail,67
Sep-19,Senior/Pensioner,Newcastle Light Rail,582
Sep-19,Free Travel,Newcastle Light Rail,7
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,44
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,32
Sep-19,Employee,Newcastle Light Rail,9
Sep-19,Adult,Newcastle Light Rail,1110
Sep-19,CTP,Newcastle Light Rail,258
Sep-19,Child/Youth,Newcastle Light Rail,244
Sep-19,Concession,Newcastle Light Rail,99
Sep-19,Senior/Pensioner,Newcastle Light Rail,745
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,17
Sep-19,Employee,Newcastle Light Rail,6
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,27
Sep-19,Concession,Newcastle Light Rail,133
Sep-19,Free Travel,Newcastle Light Rail,17
Sep-19,Child/Youth,Newcastle Light Rail,365
Sep-19,CTP,Newcastle Light Rail,271
Sep-19,Adult,Newcastle Light Rail,1894
Sep-19,Employee,Newcastle Light Rail,14
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Sep-19,Senior/Pensioner,Newcastle Light Rail,819
Sep-19,School Student,Newcastle Light Rail,70
Sep-19,Free Travel,Newcastle Light Rail,22
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Sep-19,Adult,Newcastle Light Rail,2004
Sep-19,CTP,Newcastle Light Rail,240
Sep-19,Child/Youth,Newcastle Light Rail,60
Sep-19,Concession,Newcastle Light Rail,421
Sep-19,Senior/Pensioner,Newcastle Light Rail,596
Sep-19,Free Travel,Newcastle Light Rail,3
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,34
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,23
Sep-19,Employee,Newcastle Light Rail,3
Sep-19,Adult,Newcastle Light Rail,1227
Sep-19,CTP,Newcastle Light Rail,197
Sep-19,Child/Youth,Newcastle Light Rail,308
Sep-19,Concession,Newcastle Light Rail,68
Sep-19,Employee,Newcastle Light Rail,9
Sep-19,Senior/Pensioner,Newcastle Light Rail,701
Sep-19,School Student,Newcastle Light Rail,64
Sep-19,Free Travel,Newcastle Light Rail,12
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,26
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Sep-19,Adult,Newcastle Light Rail,1972
Sep-19,CTP,Newcastle Light Rail,246
Sep-19,Child/Youth,Newcastle Light Rail,66
Sep-19,Concession,Newcastle Light Rail,404
Sep-19,Employee,Newcastle Light Rail,5
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,25
Sep-19,Senior/Pensioner,Newcastle Light Rail,871
Sep-19,School Student,Newcastle Light Rail,58
Sep-19,Free Travel,Newcastle Light Rail,18
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Sep-19,Adult,Newcastle Light Rail,2138
Sep-19,CTP,Newcastle Light Rail,275
Sep-19,Child/Youth,Newcastle Light Rail,137
Sep-19,Concession,Newcastle Light Rail,461
Sep-19,Employee,Newcastle Light Rail,18
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,17
Sep-19,Senior/Pensioner,Newcastle Light Rail,828
Sep-19,School Student,Newcastle Light Rail,51
Sep-19,Free Travel,Newcastle Light Rail,15
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Sep-19,Adult,Newcastle Light Rail,1782
Sep-19,CTP,Newcastle Light Rail,285
Sep-19,Child/Youth,Newcastle Light Rail,77
Sep-19,Concession,Newcastle Light Rail,344
Sep-19,Senior/Pensioner,Newcastle Light Rail,485
Sep-19,Free Travel,Newcastle Light Rail,8
Sep-19,Sgl Trip LR Adult,Newcastle Light Rail,22
Sep-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,28
Sep-19,Employee,Newcastle Light Rail,6
Sep-19,Adult,Newcastle Light Rail,1166
Sep-19,CTP,Newcastle Light Rail,129
Sep-19,Child/Youth,Newcastle Light Rail,226
Sep-19,Concession,Newcastle Light Rail,63
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,43
Oct-19,Adult,Newcastle Light Rail,1673
Oct-19,CTP,Newcastle Light Rail,510
Oct-19,Child/Youth,Newcastle Light Rail,245
Oct-19,Concession,Newcastle Light Rail,98
Oct-19,Employee,Newcastle Light Rail,16
Oct-19,Senior/Pensioner,Newcastle Light Rail,468
Oct-19,Free Travel,Newcastle Light Rail,2
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,27
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Oct-19,Senior/Pensioner,Newcastle Light Rail,649
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,18
Oct-19,Employee,Newcastle Light Rail,8
Oct-19,Adult,Newcastle Light Rail,1022
Oct-19,CTP,Newcastle Light Rail,219
Oct-19,Child/Youth,Newcastle Light Rail,285
Oct-19,Concession,Newcastle Light Rail,82
Oct-19,Day Pass without SAF,Newcastle Light Rail,1
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Oct-19,Senior/Pensioner,Newcastle Light Rail,985
Oct-19,School Student,Newcastle Light Rail,83
Oct-19,Free Travel,Newcastle Light Rail,16
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Oct-19,Employee,Newcastle Light Rail,7
Oct-19,Adult,Newcastle Light Rail,2141
Oct-19,CTP,Newcastle Light Rail,437
Oct-19,Child/Youth,Newcastle Light Rail,126
Oct-19,Concession,Newcastle Light Rail,421
Oct-19,Senior/Pensioner,Newcastle Light Rail,982
Oct-19,School Student,Newcastle Light Rail,62
Oct-19,Free Travel,Newcastle Light Rail,11
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Oct-19,Employee,Newcastle Light Rail,12
Oct-19,Adult,Newcastle Light Rail,2085
Oct-19,CTP,Newcastle Light Rail,377
Oct-19,Child/Youth,Newcastle Light Rail,109
Oct-19,Concession,Newcastle Light Rail,396
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Oct-19,Senior/Pensioner,Newcastle Light Rail,997
Oct-19,School Student,Newcastle Light Rail,65
Oct-19,Free Travel,Newcastle Light Rail,11
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Oct-19,Employee,Newcastle Light Rail,9
Oct-19,Adult,Newcastle Light Rail,2091
Oct-19,CTP,Newcastle Light Rail,446
Oct-19,Child/Youth,Newcastle Light Rail,84
Oct-19,Concession,Newcastle Light Rail,396
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,24
Oct-19,Senior/Pensioner,Newcastle Light Rail,386
Oct-19,Free Travel,Newcastle Light Rail,3
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,15
Oct-19,Employee,Newcastle Light Rail,4
Oct-19,Adult,Newcastle Light Rail,642
Oct-19,CTP,Newcastle Light Rail,222
Oct-19,Child/Youth,Newcastle Light Rail,207
Oct-19,Concession,Newcastle Light Rail,72
Oct-19,Senior/Pensioner,Newcastle Light Rail,772
Oct-19,School Student,Newcastle Light Rail,73
Oct-19,Free Travel,Newcastle Light Rail,13
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,17
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Oct-19,Employee,Newcastle Light Rail,8
Oct-19,Adult,Newcastle Light Rail,1897
Oct-19,CTP,Newcastle Light Rail,380
Oct-19,Child/Youth,Newcastle Light Rail,221
Oct-19,Concession,Newcastle Light Rail,371
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Oct-19,Adult,Newcastle Light Rail,2183
Oct-19,CTP,Newcastle Light Rail,550
Oct-19,Child/Youth,Newcastle Light Rail,747
Oct-19,Concession,Newcastle Light Rail,161
Oct-19,Employee,Newcastle Light Rail,19
Oct-19,Senior/Pensioner,Newcastle Light Rail,980
Oct-19,Free Travel,Newcastle Light Rail,15
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,28
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Oct-19,Employee,Newcastle Light Rail,17
Oct-19,Senior/Pensioner,Newcastle Light Rail,895
Oct-19,Free Travel,Newcastle Light Rail,23
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Oct-19,Adult,Newcastle Light Rail,2153
Oct-19,CTP,Newcastle Light Rail,345
Oct-19,Child/Youth,Newcastle Light Rail,560
Oct-19,Concession,Newcastle Light Rail,186
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,22
Oct-19,Senior/Pensioner,Newcastle Light Rail,411
Oct-19,Free Travel,Newcastle Light Rail,6
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,20
Oct-19,Employee,Newcastle Light Rail,2
Oct-19,Adult,Newcastle Light Rail,859
Oct-19,CTP,Newcastle Light Rail,372
Oct-19,Child/Youth,Newcastle Light Rail,282
Oct-19,Concession,Newcastle Light Rail,78
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,11
Oct-19,Senior/Pensioner,Newcastle Light Rail,893
Oct-19,School Student,Newcastle Light Rail,73
Oct-19,Free Travel,Newcastle Light Rail,23
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Oct-19,Employee,Newcastle Light Rail,10
Oct-19,Adult,Newcastle Light Rail,2172
Oct-19,CTP,Newcastle Light Rail,505
Oct-19,Child/Youth,Newcastle Light Rail,153
Oct-19,Concession,Newcastle Light Rail,356
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,31
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,39
Oct-19,Employee,Newcastle Light Rail,3
Oct-19,Senior/Pensioner,Newcastle Light Rail,541
Oct-19,Concession,Newcastle Light Rail,67
Oct-19,Free Travel,Newcastle Light Rail,4
Oct-19,Child/Youth,Newcastle Light Rail,442
Oct-19,CTP,Newcastle Light Rail,231
Oct-19,Adult,Newcastle Light Rail,1082
Oct-19,Day Pass without SAF,Newcastle Light Rail,1
Oct-19,Senior/Pensioner,Newcastle Light Rail,780
Oct-19,School Student,Newcastle Light Rail,73
Oct-19,Free Travel,Newcastle Light Rail,30
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,9
Oct-19,Employee,Newcastle Light Rail,10
Oct-19,Adult,Newcastle Light Rail,1882
Oct-19,CTP,Newcastle Light Rail,318
Oct-19,Child/Youth,Newcastle Light Rail,69
Oct-19,Concession,Newcastle Light Rail,338
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,32
Oct-19,Senior/Pensioner,Newcastle Light Rail,1070
Oct-19,School Student,Newcastle Light Rail,82
Oct-19,Free Travel,Newcastle Light Rail,14
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Oct-19,Employee,Newcastle Light Rail,6
Oct-19,Adult,Newcastle Light Rail,2055
Oct-19,CTP,Newcastle Light Rail,407
Oct-19,Senior/Pensioner,Newcastle Light Rail,925
Oct-19,School Student,Newcastle Light Rail,73
Oct-19,Free Travel,Newcastle Light Rail,19
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,10
Oct-19,Child/Youth,Newcastle Light Rail,95
Oct-19,Employee,Newcastle Light Rail,8
Oct-19,Concession,Newcastle Light Rail,471
Oct-19,Adult,Newcastle Light Rail,1992
Oct-19,CTP,Newcastle Light Rail,351
Oct-19,Child/Youth,Newcastle Light Rail,52
Oct-19,Concession,Newcastle Light Rail,347
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,23
Oct-19,Adult,Newcastle Light Rail,2005
Oct-19,CTP,Newcastle Light Rail,316
Oct-19,Child/Youth,Newcastle Light Rail,556
Oct-19,Concession,Newcastle Light Rail,138
Oct-19,Employee,Newcastle Light Rail,16
Oct-19,Senior/Pensioner,Newcastle Light Rail,890
Oct-19,Free Travel,Newcastle Light Rail,21
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,51
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,21
Oct-19,Adult,Newcastle Light Rail,2039
Oct-19,CTP,Newcastle Light Rail,511
Oct-19,Child/Youth,Newcastle Light Rail,370
Oct-19,Concession,Newcastle Light Rail,144
Oct-19,Employee,Newcastle Light Rail,9
Oct-19,Senior/Pensioner,Newcastle Light Rail,828
Oct-19,Free Travel,Newcastle Light Rail,20
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,20
Oct-19,Day Pass without SAF,Newcastle Light Rail,1
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,24
Oct-19,Senior/Pensioner,Newcastle Light Rail,735
Oct-19,Free Travel,Newcastle Light Rail,12
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,14
Oct-19,Employee,Newcastle Light Rail,5
Oct-19,Adult,Newcastle Light Rail,1454
Oct-19,CTP,Newcastle Light Rail,409
Oct-19,Child/Youth,Newcastle Light Rail,398
Oct-19,Concession,Newcastle Light Rail,108
Oct-19,Senior/Pensioner,Newcastle Light Rail,1009
Oct-19,School Student,Newcastle Light Rail,71
Oct-19,Free Travel,Newcastle Light Rail,19
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Oct-19,Employee,Newcastle Light Rail,14
Oct-19,Adult,Newcastle Light Rail,2069
Oct-19,CTP,Newcastle Light Rail,394
Oct-19,Child/Youth,Newcastle Light Rail,92
Oct-19,Concession,Newcastle Light Rail,435
Oct-19,Senior/Pensioner,Newcastle Light Rail,822
Oct-19,School Student,Newcastle Light Rail,64
Oct-19,Free Travel,Newcastle Light Rail,13
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Oct-19,Employee,Newcastle Light Rail,3
Oct-19,Adult,Newcastle Light Rail,2015
Oct-19,CTP,Newcastle Light Rail,339
Oct-19,Child/Youth,Newcastle Light Rail,103
Oct-19,Concession,Newcastle Light Rail,349
Oct-19,Senior/Pensioner,Newcastle Light Rail,869
Oct-19,School Student,Newcastle Light Rail,80
Oct-19,Free Travel,Newcastle Light Rail,19
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Oct-19,Employee,Newcastle Light Rail,12
Oct-19,Adult,Newcastle Light Rail,1968
Oct-19,CTP,Newcastle Light Rail,358
Oct-19,Child/Youth,Newcastle Light Rail,74
Oct-19,Concession,Newcastle Light Rail,465
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Oct-19,Senior/Pensioner,Newcastle Light Rail,1016
Oct-19,School Student,Newcastle Light Rail,84
Oct-19,Free Travel,Newcastle Light Rail,21
Oct-19,Employee,Newcastle Light Rail,18
Oct-19,Adult,Newcastle Light Rail,2300
Oct-19,CTP,Newcastle Light Rail,558
Oct-19,Child/Youth,Newcastle Light Rail,122
Oct-19,Concession,Newcastle Light Rail,398
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,28
Oct-19,Adult,Newcastle Light Rail,1046
Oct-19,CTP,Newcastle Light Rail,206
Oct-19,Child/Youth,Newcastle Light Rail,202
Oct-19,Concession,Newcastle Light Rail,61
Oct-19,Employee,Newcastle Light Rail,2
Oct-19,Senior/Pensioner,Newcastle Light Rail,474
Oct-19,Free Travel,Newcastle Light Rail,1
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,19
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Oct-19,Employee,Newcastle Light Rail,13
Oct-19,Senior/Pensioner,Newcastle Light Rail,788
Oct-19,Free Travel,Newcastle Light Rail,10
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,24
Oct-19,Adult,Newcastle Light Rail,1975
Oct-19,CTP,Newcastle Light Rail,295
Oct-19,Child/Youth,Newcastle Light Rail,574
Oct-19,Concession,Newcastle Light Rail,134
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,27
Oct-19,Adult,Newcastle Light Rail,2234
Oct-19,CTP,Newcastle Light Rail,389
Oct-19,Child/Youth,Newcastle Light Rail,753
Oct-19,Concession,Newcastle Light Rail,157
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,31
Oct-19,Employee,Newcastle Light Rail,16
Oct-19,Adult,Newcastle Light Rail,2176
Oct-19,Senior/Pensioner,Newcastle Light Rail,944
Oct-19,Free Travel,Newcastle Light Rail,15
Oct-19,CTP,Newcastle Light Rail,334
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,43
Oct-19,Child/Youth,Newcastle Light Rail,648
Oct-19,Concession,Newcastle Light Rail,141
Oct-19,Employee,Newcastle Light Rail,17
Oct-19,Senior/Pensioner,Newcastle Light Rail,1072
Oct-19,Free Travel,Newcastle Light Rail,23
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,41
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,11
Oct-19,Adult,Newcastle Light Rail,859
Oct-19,CTP,Newcastle Light Rail,271
Oct-19,Child/Youth,Newcastle Light Rail,153
Oct-19,Concession,Newcastle Light Rail,107
Oct-19,Employee,Newcastle Light Rail,3
Oct-19,Senior/Pensioner,Newcastle Light Rail,332
Oct-19,Free Travel,Newcastle Light Rail,1
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Oct-19,Senior/Pensioner,Newcastle Light Rail,1013
Oct-19,School Student,Newcastle Light Rail,70
Oct-19,Free Travel,Newcastle Light Rail,18
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Oct-19,Employee,Newcastle Light Rail,18
Oct-19,Adult,Newcastle Light Rail,2040
Oct-19,CTP,Newcastle Light Rail,437
Oct-19,Child/Youth,Newcastle Light Rail,93
Oct-19,Concession,Newcastle Light Rail,419
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,34
Oct-19,Adult,Newcastle Light Rail,2141
Oct-19,CTP,Newcastle Light Rail,447
Oct-19,Child/Youth,Newcastle Light Rail,415
Oct-19,Concession,Newcastle Light Rail,154
Oct-19,Employee,Newcastle Light Rail,4
Oct-19,Senior/Pensioner,Newcastle Light Rail,569
Oct-19,Free Travel,Newcastle Light Rail,6
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,29
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,27
Oct-19,Adult,Newcastle Light Rail,2286
Oct-19,CTP,Newcastle Light Rail,402
Oct-19,Child/Youth,Newcastle Light Rail,780
Oct-19,Concession,Newcastle Light Rail,171
Oct-19,Employee,Newcastle Light Rail,18
Oct-19,Senior/Pensioner,Newcastle Light Rail,1128
Oct-19,Free Travel,Newcastle Light Rail,15
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,32
Oct-19,Day Pass without SAF,Newcastle Light Rail,1
Oct-19,Senior/Pensioner,Newcastle Light Rail,796
Oct-19,School Student,Newcastle Light Rail,69
Oct-19,Free Travel,Newcastle Light Rail,16
Oct-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Oct-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
