poi_id,lat,lon,category,category_group,attraction_weight,name,brand,opening_hours,levels,in_cbd,year,weight_source
n5864613801,-32.7956595,151.3623976,tourism:attraction,tourism,1.1,Cheetah,,,,0,2026,assumed
n5864621504,-32.7958025,151.3641822,tourism:attraction,tourism,1.1,,,,,0,2026,assumed
n5864621511,-32.7961848,151.3634558,tourism:attraction,tourism,1.1,,,,,0,2026,assumed
n6326547686,-32.7718899,151.3635291,tourism:attraction,tourism,1.1,Binnorie Dairy,,,,0,2026,assumed
n6326547756,-32.7737617,151.3643713,tourism:attraction,tourism,1.1,Balloon Aloft,,,,0,2026,assumed
n6322224326,-32.7482649,151.3166469,tourism:hotel,tourism,1.1,H Boutique Villas,,,,0,2026,assumed
n6311767312,-32.7443356,151.3156966,food:restaurant,food,1.2,Esca Bimbadgen,,,,0,2026,assumed
n6311767469,-32.7443131,151.3155142,retail:wine,retail,1.0,Bimbadgen,,,,0,2026,assumed
n9678901301,-32.7445141,151.3155055,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n6311722715,-32.7393916,151.3248899,food:restaurant,food,1.2,,,,,0,2026,assumed
n6315242449,-32.7388244,151.3262775,amenity:bicycle_rental,amenity,0.4,,,,,0,2026,assumed
n6329820521,-32.7274882,151.3150458,retail:wine,retail,1.0,Blueberry Hill Wines,,,,0,2026,assumed
n6313417189,-32.7417221,151.3403031,retail:wine,retail,1.0,Stomp! Wines,,,,0,2026,assumed
n6312313464,-32.7216326,151.3192941,food:restaurant,food,1.2,Amanda's on the Edge Restaurant,,,,0,2026,assumed
n6312327601,-32.7234349,151.317821,food:restaurant,food,1.2,Chilli Hunter,,,,0,2026,assumed
n6425386485,-32.7216922,151.3189716,food:restaurant,food,1.2,Amanda’s on the edge,,,,0,2026,assumed
n4374907039,-32.7017888,151.3352907,tourism:attraction,tourism,1.1,Balloon Aloft,,,,0,2026,assumed
n7213933252,-32.7326387,151.3922395,amenity:events_venue,amenity,0.4,Lovedale Wedding Chapel,,,,0,2026,assumed
n1893125102,-33.0773671,151.4304732,tourism:guest_house,tourism,1.1,Watagan House,,,,0,2026,assumed
n1928510294,-33.0769702,151.4321463,civic:school,civic,1.5,Heritage College,,,,0,2026,assumed
n1893997641,-33.0881573,151.4501117,amenity:fuel,amenity,0.4,Metro Petroleum,Metro Petroleum,,,0,2026,assumed
n6065156761,-33.0824117,151.4424836,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6065156762,-33.0824039,151.4425093,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4486042007,-33.0860946,151.4609766,food:cafe,food,1.2,Cafe Rejuve,,"""closed""",,0,2026,assumed
n9555347086,-33.0869685,151.4611861,civic:library,civic,1.5,,,,,0,2026,assumed
n993414145,-33.0765765,151.4535123,food:cafe,food,1.2,Cooranbong Corner Cafe & Bakehouse,,,,0,2026,assumed
n993414567,-33.0762236,151.4535069,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n993414587,-33.0763765,151.4534211,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n993414742,-33.0763854,151.453582,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n993414859,-33.0761157,151.4536357,retail:convenience,retail,1.0,Mega Fruit Barn,,,,0,2026,assumed
n993415135,-33.0788392,151.4479933,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1741234592,-33.076025,151.4488416,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n1741234633,-33.0768541,151.4501968,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n1741340972,-33.0781427,151.4490705,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n1928273535,-33.0792193,151.4535536,food:cafe,food,1.2,Village Cafe,,,,0,2026,assumed
n4310109764,-33.07621,151.453613,amenity:post_office,amenity,0.4,Australia Post,Australia Post,,,0,2026,assumed
n9040424460,-33.0759415,151.4535563,retail:alcohol,retail,1.0,The Bottle-O Cooranbong Cellars,,,,0,2026,assumed
n11244843085,-33.0779596,151.4492956,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n11244843091,-33.0769936,151.4479594,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n764381209,-33.0763624,151.4541939,food:cafe,food,1.2,Watagans Takeaway,,Mo-Fr 08:00-19:00; Sa-Su 09:00-19:00,,0,2026,assumed
n993414392,-33.0764753,151.4537537,health:pharmacy,health,1.0,Cooranbong Pharmacy,,,,0,2026,assumed
n9602017890,-33.0736685,151.4571967,leisure:swimming_pool,leisure,0.9,,,,,0,2026,assumed
n1928657655,-33.0740704,151.4629693,tourism:museum,tourism,1.1,Sunnyside and South Sea Island Museum,,,,0,2026,assumed
n1893997640,-33.0697822,151.4635496,amenity:fuel,amenity,0.4,Avondale Auto Centre,,,,0,2026,assumed
n5743518838,-33.0701303,151.4630811,amenity:veterinary,amenity,0.4,Cooranbong Animal Hospital,,,,0,2026,assumed
n13794299677,-33.0721219,151.4613667,health:dentist,health,1.0,Watagan Dental,,Mo-Fr 09:00-17:00,,0,2026,assumed
n7802820890,-33.1167041,151.471185,amenity:fuel,amenity,0.4,Ampol,Ampol,,,0,2026,assumed
n9092814454,-33.1173879,151.4729872,retail:trade,retail,1.0,Concrete Colour Solutions,,Mo-Fr 06:30-16:30,,0,2026,assumed
n9491233550,-33.1168345,151.4728416,retail:radiotechnics,retail,1.0,Radio Industries,,Mo-Fr 08:30-17:00,,0,2026,assumed
n13286968361,-33.116686,151.4713937,amenity:charging_station,amenity,0.4,,,,,0,2026,assumed
n1893123613,-33.1159953,151.4767251,amenity:car_wash,amenity,0.4,,,,,0,2026,assumed
n1928514287,-33.1155199,151.4763644,retail:doityourself,retail,1.0,Reece Plumbing,,,,0,2026,assumed
n6645720362,-33.118039,151.4741293,food:cafe,food,1.2,Cafe Limejay,,,,0,2026,assumed
n7802820900,-33.1161273,151.4778025,retail:convenience,retail,1.0,,,,,0,2026,assumed
n10920733205,-33.1146357,151.4778872,office:telecommunication,office,0.8,Gnet Live,,Mo-Fr 09:00-17:00,,0,2026,assumed
n11508515269,-33.1124783,151.4779116,food:fast_food,food,1.2,Emma’s Kitchen,,Mo-Fr 11:00-20:00,,0,2026,assumed
n1893123633,-33.1119694,151.479867,civic:townhall,civic,1.5,Morisset Multi Purpose Centre,,,,0,2026,assumed
n11963902949,-33.1083584,151.4783095,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1731398348,-33.1087612,151.4858446,retail:supermarket,retail,1.0,Woolworths,Woolworths,Mo-Su 07:00-21:00,,0,2026,assumed
n1749507197,-33.1109117,151.4856512,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n1893123600,-33.1093394,151.4862143,amenity:bank,amenity,0.4,Commonwealth Bank,Commonwealth Bank,,,0,2026,assumed
n1893123617,-33.1095161,151.4860361,food:fast_food,food,1.2,,,,,0,2026,assumed
n1893123622,-33.1091438,151.4857252,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n1893123634,-33.1115984,151.4815842,amenity:fuel,amenity,0.4,Woolworths Petrol,Ampol,,,0,2026,assumed
n1918500580,-33.1064665,151.4858694,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n1928516181,-33.1071153,151.4844087,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1928650527,-33.1096535,151.4863683,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n5114214342,-33.1105477,151.48443,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n5114214343,-33.1105026,151.4845764,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n5114214344,-33.1107146,151.4843009,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n7635724021,-33.1091042,151.4864359,retail:shoes,retail,1.0,KV Shoes,,,,0,2026,assumed
n7635724022,-33.1091848,151.4864298,office:estate_agent,office,0.8,Ray White,Ray White,,,0,2026,assumed
n7635724023,-33.1092101,151.4863966,food:restaurant,food,1.2,Enjoy,,,,0,2026,assumed
n7635724024,-33.1092389,151.4863587,retail:health_food,retail,1.0,Go Vita Health Foods,,,,0,2026,assumed
n7635724025,-33.1092694,151.4863187,retail:charity,retail,1.0,Op Shop,,,,0,2026,assumed
n7635724026,-33.1093117,151.486254,health:doctor,health,1.0,Natural Healing Clinic,,,,0,2026,assumed
n7802820889,-33.1118362,151.4809081,amenity:fuel,amenity,0.4,7-Eleven,7-Eleven,,,0,2026,assumed
n7802820894,-33.1088293,151.4859334,retail:alcohol,retail,1.0,BWS,BWS,"Mo-Th 09:00-20:00, Fr-Sa 09:00-21:00, Su 10:00-20:00",,0,2026,assumed
n7802820903,-33.1115413,151.481699,retail:convenience,retail,1.0,Woolworths Petrol,Caltex,,,0,2026,assumed
n11963902941,-33.1092017,151.4810284,amenity:sanitary_dump_station,amenity,0.4,,,,,0,2026,assumed
n799959491,-33.1065497,151.4876568,retail:supermarket,retail,1.0,Coles,Coles,,,0,2026,assumed
n1893123599,-33.1082962,151.4875501,food:fast_food,food,1.2,Yummy Thai,,,,0,2026,assumed
n1893123607,-33.1077444,151.4891418,food:cafe,food,1.2,Pauly's Gourmet Kitchen,,,,0,2026,assumed
n1893123609,-33.1070056,151.4882356,food:fast_food,food,1.2,,,,,0,2026,assumed
n1893123614,-33.1069065,151.4894267,retail:alcohol,retail,1.0,,,,,0,2026,assumed
n1893123615,-33.1074098,151.4887776,food:cafe,food,1.2,Pandas at Morisset,,,,0,2026,assumed
n1893123616,-33.1084273,151.4873618,food:pub,food,1.2,Lake Macquarie Hotel Motel,,,,0,2026,assumed
n1928650517,-33.1094132,151.4868406,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n3285292636,-33.1086408,151.4883072,amenity:bus_station,amenity,0.4,Morisset Bus Interchange,,,,0,2026,assumed
n3285292637,-33.1085689,151.4881872,amenity:taxi,amenity,0.4,,,,,0,2026,assumed
n4310109769,-33.1064578,151.4877747,amenity:post_office,amenity,0.4,Australia Post,Australia Post,,,0,2026,assumed
n4370848293,-33.1073674,151.4873683,civic:library,civic,1.5,Morisset Library,,Mo-Fr 09:00-17:00; Sa 09:00-12:00,,0,2026,assumed
n6094349219,-33.1068434,151.4872999,office:accountant,office,0.8,About Accounting Services,,Mo-Fr 09:00-17:00,,0,2026,assumed
n7635723992,-33.1073725,151.4902816,retail:pet,retail,1.0,Gates of Eden,,,,0,2026,assumed
n7635723993,-33.107582,151.4897534,retail:massage,retail,1.0,Morisset Thai Massage,,,,0,2026,assumed
n7635723994,-33.107609,151.4896516,retail:jewelry,retail,1.0,,,,,0,2026,assumed
n7635723995,-33.1076283,151.489579,retail:yes,retail,1.0,,,,,0,2026,assumed
n7635723996,-33.1076455,151.4895141,retail:hairdresser,retail,1.0,Muttets Hair Salon,,,,0,2026,assumed
n7635723997,-33.10766,151.4894598,retail:clothes,retail,1.0,Chic Shack,,,,0,2026,assumed
n7635723998,-33.1076752,151.4894024,office:lawyer,office,0.8,Dawson & Gardner Solicitors,,,,0,2026,assumed
n7635723999,-33.1076888,151.4893513,retail:florist,retail,1.0,Bella Floral Boutique,,,,0,2026,assumed
n7635724000,-33.1077108,151.4892683,retail:bicycle,retail,1.0,Breakaway Cycles,,,,0,2026,assumed
n7635724001,-33.1077274,151.4892058,office:estate_agent,office,0.8,PRD Nationwide,,,,0,2026,assumed
n7635724002,-33.1077657,151.4890641,office:accountant,office,0.8,,,,,0,2026,assumed
n7635724004,-33.1080131,151.4882025,retail:charity,retail,1.0,Vinnies,Vinnies,,,0,2026,assumed
n7635724005,-33.1083312,151.4875083,retail:newsagent,retail,1.0,Newspower,Newspower,,,0,2026,assumed
n7635724006,-33.1083678,151.4874708,retail:butcher,retail,1.0,,,,,0,2026,assumed
n7635724007,-33.1086143,151.487153,retail:alcohol,retail,1.0,Liquor Legends,,,,0,2026,assumed
n7635724010,-33.10872,151.4870103,health:doctor,health,1.0,Lakes Radiology,,,,0,2026,assumed
n7635724011,-33.1088081,151.4868913,health:doctor,health,1.0,Waratah Medical Services,,,,0,2026,assumed
n7635724012,-33.108877,151.4867982,retail:chemist,retail,1.0,Soul Pattinson Chemist,Soul Pattinson Chemist,Mo-Fr 08:00-20:00; Sa 09:00-15:00; Su 10:00-15:00,,0,2026,assumed
n7635724013,-33.1089856,151.4866966,office:lawyer,office,0.8,Fowler Predny Solicitors,,,,0,2026,assumed
n7635724014,-33.1089683,151.4867202,office:estate_agent,office,0.8,LJ Hooker,LJ Hooker,,,0,2026,assumed
n7635724015,-33.1090041,151.4866714,health:doctor,health,1.0,San Pathology,,,,0,2026,assumed
n7635724016,-33.1090212,151.4866481,food:restaurant,food,1.2,Romance Restaurant,,,,0,2026,assumed
n7635724017,-33.1090649,151.4865874,retail:travel_agency,retail,1.0,Hello World,,,,0,2026,assumed
n7635724018,-33.1091279,151.4865047,food:cafe,food,1.2,Piccolo Expresso,,,,0,2026,assumed
n7635724027,-33.1075674,151.4898083,health:podiatrist,health,1.0,Pedorthic Foot Clinic,,,,0,2026,assumed
n7635724028,-33.1074073,151.4901543,amenity:fuel,amenity,0.4,Metro Petroleum,Metro Petroleum,,,0,2026,assumed
n7635724029,-33.1073462,151.4903775,office:estate_agent,office,0.8,SenSé Homes,,,,0,2026,assumed
n7635724030,-33.1073179,151.4904809,food:restaurant,food,1.2,Thai Square,,,,0,2026,assumed
n7635724031,-33.1072393,151.4907684,office:estate_agent,office,0.8,Wilson Britten,,,,0,2026,assumed
n7635724032,-33.1071894,151.4909507,retail:fabric,retail,1.0,Morisset Fabric & Craft,,,,0,2026,assumed
n7802820892,-33.1063581,151.488204,retail:clothes,retail,1.0,Best & Less,Best & Less,,,0,2026,assumed
n7802820893,-33.1074363,151.48835,food:fast_food,food,1.2,Domino's,Domino's,,,0,2026,assumed
n12774389678,-33.1084614,151.4883726,amenity:bicycle_parking,amenity,0.4,"Bike Lockers - Morisset Station, Dora St",,,,0,2026,assumed
n1928529063,-33.1054593,151.4796902,civic:place_of_worship,civic,1.5,The Church in the Trees,,,,0,2026,assumed
n1928529074,-33.1044154,151.4762663,civic:place_of_worship,civic,1.5,Cham Shan Temple,,,,0,2026,assumed
n7178945997,-33.0945707,151.4714067,amenity:veterinary,amenity,0.4,,,,,0,2026,assumed
n6363738689,-33.1013463,151.4867225,civic:community_centre,civic,1.5,1st Byattunga Scout Group,,,,0,2026,assumed
n1893219862,-33.1079897,151.4981348,amenity:fuel,amenity,0.4,Shell,Shell,,,0,2026,assumed
n7802820904,-33.1080067,151.4980432,retail:convenience,retail,1.0,Shell,Shell,,,0,2026,assumed
n1893219869,-33.1004888,151.5179185,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1928522390,-33.0679527,151.4669444,retail:doityourself,retail,1.0,Eatons Building Supplies,,,,0,2026,assumed
n1500574598,-33.085143,151.5029844,tourism:guest_house,tourism,1.1,,,,,0,2026,assumed
n1500575289,-33.0845766,151.5019222,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1500620694,-33.0849946,151.502684,amenity:post_office,amenity,0.4,,Australia Post,,,0,2026,assumed
n1893200140,-33.0837884,151.501974,retail:alcohol,retail,1.0,,,,,0,2026,assumed
n1893200145,-33.0839185,151.5018936,food:restaurant,food,1.2,,,,,0,2026,assumed
n9991874405,-33.0840242,151.5008798,amenity:ticket_validator,amenity,0.4,,,,,0,2026,assumed
n9991874406,-33.0839675,151.5007689,amenity:ticket_validator,amenity,0.4,,,,,0,2026,assumed
n1937981527,-33.0842892,151.5072213,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n10677499590,-33.0631135,151.4530133,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n10677537512,-33.0613019,151.4527405,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6702044527,-33.0622011,151.4639163,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6702044528,-33.0622758,151.4639003,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6702044529,-33.0623477,151.4638848,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6702044530,-33.0624228,151.4638737,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6702044531,-33.0626237,151.4637836,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6702044532,-33.0620797,151.4640303,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6702087254,-33.0626205,151.465031,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n7786452978,-33.0623436,151.4642763,leisure:garden,leisure,0.9,,,,,0,2026,assumed
n7786452979,-33.0623574,151.4643564,leisure:garden,leisure,0.9,,,,,0,2026,assumed
n7786452980,-33.0623689,151.4644409,leisure:garden,leisure,0.9,,,,,0,2026,assumed
n959120387,-33.0165317,151.4251748,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n959120388,-33.0162933,151.4252929,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n959120389,-33.0164777,151.4252982,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n959120390,-33.0163967,151.4250944,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n959120391,-33.0165272,151.42503,tourism:camp_site,tourism,1.1,Bangalow Campground,,,,0,2026,assumed
n6294617080,-33.0165457,151.4253075,tourism:picnic_site,tourism,1.1,Bangalow Picnic Site,,,,0,2026,assumed
n959119833,-33.0198377,151.4282674,tourism:viewpoint,tourism,1.1,Monkey Face Lookout,,,,0,2026,assumed
n959120270,-33.016273,151.4299358,tourism:viewpoint,tourism,1.1,Gap Creek Lookout,,,,0,2026,assumed
n959120392,-33.0139542,151.4299492,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n959120393,-33.0140667,151.4298902,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n959120394,-33.0142151,151.4300135,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n959120396,-33.0139497,151.4302764,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4380404835,-33.016257,151.4300312,tourism:viewpoint,tourism,1.1,Gap Creek Lookout,,,,0,2026,assumed
n1261492436,-33.0215983,151.4567561,amenity:parking,amenity,0.4,Carpark 2,,,,0,2026,assumed
n6052061795,-33.0220052,151.4556238,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n6052332085,-33.0236047,151.4560978,amenity:parking,amenity,0.4,Carpark 3,,,,0,2026,assumed
n6052332086,-33.021826,151.4565466,amenity:parking,amenity,0.4,Shuttle Point,,,,0,2026,assumed
n7357400820,-33.0248371,151.4576867,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n7357400821,-33.0252059,151.4580515,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n1749529381,-33.1074855,151.5221601,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n1893219867,-33.1072991,151.5221324,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n7880310116,-33.1069451,151.5225292,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n4000197758,-33.1111822,151.5318097,retail:supermarket,retail,1.0,Coles,Coles,Mo-Su 07:00-22:00,,0,2026,assumed
n4310109762,-33.1108648,151.5321496,amenity:post_office,amenity,0.4,Australia Post,Australia Post,,,0,2026,assumed
n5371631745,-33.1108895,151.5319685,retail:newsagent,retail,1.0,,,,,0,2026,assumed
n5371631746,-33.1106572,151.532332,food:cafe,food,1.2,,,,,0,2026,assumed
n5371631747,-33.1106957,151.5322948,food:cafe,food,1.2,,,,,0,2026,assumed
n5371631748,-33.1107328,151.532263,retail:seafood,retail,1.0,,,,,0,2026,assumed
n7440099218,-33.1106983,151.5303262,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n25940279,-33.1174588,151.5373419,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n25939727,-33.1100047,151.5332727,food:pub,food,1.2,The Bay Hotel Motel,,,,0,2026,assumed
n5371631749,-33.1097512,151.5334508,food:fast_food,food,1.2,,,,,0,2026,assumed
n5371631750,-33.1109869,151.5323866,health:doctor,health,1.0,,,,,0,2026,assumed
n5371631751,-33.1108915,151.5324604,health:pharmacy,health,1.0,,,,,0,2026,assumed
n5371631752,-33.1107754,151.5325374,retail:hairdresser,retail,1.0,,,,,0,2026,assumed
n5371631753,-33.1115505,151.5328302,leisure:fitness_centre,leisure,0.9,,,,,0,2026,assumed
n3958857045,-33.096203,151.5446589,tourism:camp_site,tourism,1.1,Lake Macquarie Outdoor Recreation Centre,,,,0,2026,assumed
n5353521673,-33.11531,151.5465622,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n5353521676,-33.1153567,151.5464876,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n3285186615,-33.1159211,151.5643417,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n5353537740,-33.112861,151.5658741,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n5353540236,-33.1140779,151.5681237,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n3285186606,-33.1098451,151.5641347,leisure:slipway,leisure,0.9,Sunshine Park,,,,0,2026,assumed
n51278692,-33.0939677,151.5513435,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n25940535,-33.0831,151.5317128,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n1893200154,-33.0833033,151.5318177,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n11612618444,-33.0825411,151.5346319,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n348043720,-33.0912965,151.5489584,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1734850421,-33.0917546,151.5490116,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4010538325,-33.0898693,151.5486852,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n10032627117,-33.1179578,151.6126447,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n9322450410,-33.0979946,151.6195522,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n13523326155,-33.0927202,151.6232571,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4929656511,-33.0667856,151.5781794,leisure:pitch,leisure,0.9,Wangi Wangi Bowling CLub,,,,0,2026,assumed
n3622719774,-33.0672829,151.5798488,food:pub,food,1.2,Wangi Workers Club,,,,0,2026,assumed
n4374907067,-33.0710211,151.5846627,tourism:attraction,tourism,1.1,Dobell House,,,,0,2026,assumed
n3622719773,-33.0704178,151.5881668,retail:bakery,retail,1.0,Wangi Wangi Bakehouse,,"Mo-Fr 05:30-17:30, Sa 05:30-14:00, Su 07:00-14:00",,0,2026,assumed
n4042526050,-33.0698752,151.5881016,civic:library,civic,1.5,Wangi Wangi Library,,,,0,2026,assumed
n4042526051,-33.0695996,151.5882907,amenity:post_office,amenity,0.4,Wangi Wangi Post Office,Australia Post,,,0,2026,assumed
n4929656491,-33.0702018,151.5883054,food:fast_food,food,1.2,Wangi Takeaway,,,,0,2026,assumed
n4929656492,-33.0702731,151.588266,retail:newsagent,retail,1.0,,,,,0,2026,assumed
n4929656493,-33.0700788,151.5879947,amenity:fuel,amenity,0.4,,,,,0,2026,assumed
n4929656494,-33.0698338,151.5899995,food:cafe,food,1.2,,,,,0,2026,assumed
n4929656495,-33.0693937,151.5883634,food:fast_food,food,1.2,,,,,0,2026,assumed
n4929656496,-33.0692428,151.5883967,retail:hairdresser,retail,1.0,Wangi Barber,,,,0,2026,assumed
n10907407724,-33.0694285,151.5892936,retail:supermarket,retail,1.0,IGA,IGA,,,0,2026,assumed
n11944155455,-33.0821965,151.6136438,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n9295424902,-33.0510464,151.5229298,amenity:weighbridge,amenity,0.4,,,,,0,2026,assumed
n9295221056,-33.0623163,151.5493332,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n3982170640,-33.0259883,151.5520322,amenity:weighbridge,amenity,0.4,,,,,0,2026,assumed
n13045035823,-33.0630201,151.5825486,leisure:park,leisure,0.9,Sylvan Park,,,,0,2026,assumed
n2084002771,-33.0623733,151.5864355,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n2084002814,-33.0614993,151.5867113,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n13045035857,-33.0618666,151.5871652,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n13045035858,-33.0614405,151.5868704,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13045035859,-33.0621033,151.5871383,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n8835175363,-33.0506071,151.5886691,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n3958812090,-33.0433338,151.5931655,amenity:post_office,amenity,0.4,Rathmines Post Office,Australia Post,,,0,2026,assumed
n8828553422,-33.0433514,151.5932589,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n8828553423,-33.0430643,151.5932671,food:fast_food,food,1.2,Rathmines Take-Away,,,,0,2026,assumed
n8828553424,-33.043006,151.5932356,food:fast_food,food,1.2,Rathmines Fusion,,,,0,2026,assumed
n8828553425,-33.0429608,151.5931807,retail:hairdresser,retail,1.0,,,,,0,2026,assumed
n8828553426,-33.0431389,151.5932579,office:estate_agent,office,0.8,Century 21,Century 21,,,0,2026,assumed
n8828553427,-33.0430886,151.593356,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n8828553434,-33.0427409,151.5950841,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n8828553439,-33.0414801,151.5969261,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n8828553440,-33.0414368,151.5970917,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n8828553443,-33.0412463,151.5975054,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n8828553444,-33.0411417,151.5978199,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n8828553462,-33.0431995,151.5932511,retail:bakery,retail,1.0,Rathmines Cake & Bread Shop,,,,0,2026,assumed
n8828553463,-33.0434317,151.5931476,retail:supermarket,retail,1.0,IGA,IGA,,,0,2026,assumed
n8828553464,-33.0440206,151.5929582,food:cafe,food,1.2,,,,,0,2026,assumed
n8838678954,-33.0435754,151.5937241,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n764075137,-33.0484364,151.6157445,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n13044816931,-33.0409266,151.6114477,leisure:park,leisure,0.9,Coal Point Primary School Naturespace & Community Hub,,,,0,2026,assumed
n13952701244,-33.0429006,151.6110184,retail:tow,retail,1.0,Lake City Towing,,24/7,,0,2026,assumed
n8827255224,-33.0346384,151.5921059,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n8827255237,-33.0339065,151.5918266,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n8827255250,-33.0341985,151.5919541,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n8827255251,-33.0354357,151.5914278,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n7293443803,-33.0268659,151.5889462,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6298257057,-33.0260717,151.5930717,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6298257058,-33.0259337,151.5931984,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6298257070,-33.0265779,151.5929799,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6298257071,-33.0265941,151.5931375,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6298257073,-33.0261855,151.5932585,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6298257074,-33.0255879,151.5935632,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n2063892298,-33.0140204,151.5946103,retail:supermarket,retail,1.0,ALDI,ALDI,"Mo-We,Fr-Su 08:30-20:00; Th 08:30-21:00",,0,2026,assumed
n2063892309,-33.0145442,151.5959676,retail:supermarket,retail,1.0,Woolworths,Woolworths,,,0,2026,assumed
